"Name","Classification","Homepage","SocialMedia","Locality","Lat","Lng","Address","Country","Description","SupportRequest","SupportOffer","Hotline","Tags","Notes","ListingSource","ListingSourceId","ListingSourceUpdated"
"Montgomery County Food Bank","","https://mcfoodbank.org/mcfb-response-to-covid-19/","","Montgomery County, MD",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Senior Connection","","https://www.seniorconnectionmc.org/our-programs/pantryfillers/","","Montgomery County, Silver Spring, MD",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Portland Mutual Aid","","https://docs.google.com/spreadsheets/d/1HYF1LMXfAQu6w2P_Zdp0s18EfE87ACPgg3-vuYfpPOA/edit?fbclid=IwAR01LKG9CDFUrsV-2NwghAx9VTD80dx4JKXMoUlGwmB4NExe-IHEhdp2LdQ#gid=296519225","","Portland, ME",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Mainers Together","","https://mainerstogether.com/","","ME",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Midcoast Maine Helpers","FacebookMutualAid","https://www.facebook.com/groups/631981134013798/","https://www.facebook.com/groups/631981134013798/","Newcastle, ME",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Mutual Aid Maine","FacebookMutualAid","https://www.facebook.com/pg/MutualAidMaine/about/?ref=page_internal","https://www.facebook.com/pg/MutualAidMaine/about/?ref=page_internal","Portland, ME",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Midcoast Collective Care","FacebookMutualAid","https://www.facebook.com/groups/517135442496135/","https://www.facebook.com/groups/517135442496135/","Rockland, ME",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Maine / Maine Coronavirus Community Assistance","FacebookMutualAid","https://www.facebook.com/groups/mainecoronaviruscommunityassistance/?ref=share","https://www.facebook.com/groups/mainecoronaviruscommunityassistance/?ref=share","ME",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Maine COVID-19 Resources","","https://docs.google.com/document/d/1adYdqIA_VXgyYW07nfmLZKAN3KZHBGrI-SyFVN8Mecw/mobilebasic","","ME",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Hallowell All Age-Friendly Committee","","http://age-friendly-hallowell.org","","Hallowell, ME",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Huron Valley COVID-19 Mutual Aid Form - Formulario de ayuda mutua","","https://docs.google.com/forms/d/e/1FAIpQLSdhW2voPOll9Jmy_QR0AXk1Pge1JGn3tByJ-SlPfKNsMjcHLg/viewform","https://www.facebook.com/groups/2424471741198383/?ref=share","Ann Arbor, MI",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Metro Detroit COVID-19 Support","FacebookMutualAid","https://www.facebook.com/groups/2554127328195074/","https://www.facebook.com/groups/2554127328195074/","Detroit, MI",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Michigan / Grand Rapids Area: COVID-19 Mutual Aid Form","","https://docs.google.com/forms/d/e/1FAIpQLSfE599iT3ERP64rcKgxRzRRVI_1P8mhyJsIZjWjTwDvTV9_nA/viewform","https://www.facebook.com/GRAMutAid/","Grand Rapids, MI",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Michigan / Kalamazoo: Kzoo Covid-19 Mutual Aid List","","https://docs.google.com/forms/d/e/1FAIpQLSeW-Dmt_Z_QPu81ad0jo5gs4vjx2zREupOmdoLnn2JBntapGg/viewform","https://www.facebook.com/groups/225779971877883/?ref=search","Kalamazoo, MI",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"West Michigan Mutual Aid Network","FacebookMutualAid","https://www.facebook.com/groups/1346856708847856/?ref=br_rs","https://www.facebook.com/groups/1346856708847856/?ref=br_rs","Kalamazoo, MI",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Kalamazoo Area Mutual Aid Network","FacebookMutualAid","https://www.facebook.com/groups/226836875170785/?ref=br_rs","https://www.facebook.com/groups/226836875170785/?ref=br_rs","Kalamazoo, MI",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Michigan / Lansing: Lansing MI Mutual Aid Offerings for COVID-19","","https://docs.google.com/forms/d/13GlyPG8gzXnI3Ksm_MpKJ4B2dz44zs2kqgTZlGqEVck/edit","","Lansing, MI",,,,"USA","","https://docs.google.com/forms/d/13GlyPG8gzXnI3Ksm_MpKJ4B2dz44zs2kqgTZlGqEVck/edit","https://docs.google.com/forms/d/e/1FAIpQLSdRUr-kqGbHiiAKpqWXh_urwD0ZOd8bXC22vtLhqUxMdTNjeQ/viewform","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Michigan / Detroit: Southwest Detroit COVID-19 Mutual Aid Form / Formulario de Ayuda Mutua","FacebookMutualAid","https://www.facebook.com/groups/2554127328195074/","https://www.facebook.com/groups/2554127328195074/","Southwest Detroit, MI",,,,"USA","","","https://docs.google.com/forms/d/e/1FAIpQLSdrdIvdO3AHzCJBXloy-KExxQabrMUSbr_xgo4Y9NBI-GHnTA/viewform","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Northwest Michigan Mutual Aid","FacebookMutualAid","https://www.facebook.com/groups/michiganmutualaid/?ref=br_rs","https://www.facebook.com/groups/michiganmutualaid/?ref=br_rs","Traverse City, MI",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Bay Mills Mutual Aid Sheet","","https://docs.google.com/spreadsheets/u/1/d/1CduPghNgY92MufdZDoYjkcjmbYp-l_43EQPRhxlmVPU/htmlview?fbclid=IwAR0tCQI5Av8UgCe5XVcW_cb9TQarlhFoiJO4LcU90FF39JEnNic7F3FrnMc#","","Bay Mills, MI",,,,"USA","","","","(906) 248-8369","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Antrim County Mutual Aid","FacebookMutualAid","https://www.facebook.com/groups/2228122717494765","https://www.facebook.com/groups/2228122717494765","Bellaire, MI",,,,"USA","","https://docs.google.com/forms/d/e/1FAIpQLSckdiDnfMenlqmraSxU7PjKi3M1GWK66E5GQsWnBIfd79Zx-A/viewform","https://docs.google.com/forms/d/e/1FAIpQLSckdiDnfMenlqmraSxU7PjKi3M1GWK66E5GQsWnBIfd79Zx-A/viewform","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Benzie County - COVID19 Resources & Needs","","https://docs.google.com/document/d/1FYcqcbY2qMuuy75GIIM9UuqvFR_-YlVKfFcrqJOy9mw/edit?fbclid=IwAR1Lfd0mZrm4GgqOwmcXAeJGnTLUEQ0wmooezGvgnVYjXvKEZT8EYPU2tUI","","Beulah, MI",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Charlevoix County Helping Hands","FacebookMutualAid","https://www.facebook.com/groups/696771177745067/about/","https://www.facebook.com/groups/696771177745067/about/","Charlevoix, MI",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Belleville Area Mutual Aid","FacebookMutualAid","https://www.facebook.com/groups/782044495654026/","https://www.facebook.com/groups/782044495654026/","Belleville, Detroit, MI",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Berkley Community Coronavirus Response","","https://docs.google.com/forms/d/e/1FAIpQLSeyTN_io9PSnyQPbt1jemgzI7Dgua4paaSea4EDdIrizg6znw/viewform","","Berkley, Detroit, MI",,,,"USA","","https://docs.google.com/forms/d/e/1FAIpQLSeyTN_io9PSnyQPbt1jemgzI7Dgua4paaSea4EDdIrizg6znw/viewform","https://docs.google.com/forms/d/e/1FAIpQLSeyTN_io9PSnyQPbt1jemgzI7Dgua4paaSea4EDdIrizg6znw/viewform","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Combating COVID-19 in Highland Park, MI (& Surrounding Communities)","FacebookMutualAid","https://www.facebook.com/groups/646455195924175/","https://www.facebook.com/groups/646455195924175/","Highland Park, Detroit, MI",,,,"USA","","https://docs.google.com/forms/d/e/1FAIpQLSfc15hrr6Fym_95gXA_drt18qrqZEKANTu0dgHI44BYfHL6tg/viewform","https://docs.google.com/forms/d/e/1FAIpQLSfc15hrr6Fym_95gXA_drt18qrqZEKANTu0dgHI44BYfHL6tg/viewform","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Detroit-based COVID-19 Mutual Aid","","https://docs.google.com/spreadsheets/d/1-m6QBgqejlk2h6uJ0WGkphZuZ5MR3-uWCkv2vSZcHY8/edit?fbclid=IwAR2dcKuYe-I787XJLyl2I6DtTrPMrfxTkdPRQT6VE59CdoykxNOBgMvGIHs#gid=1727309836","","Detroit, MI",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Metro Detroit COVID-19 Support","FacebookMutualAid","https://www.facebook.com/groups/2554127328195074/","https://www.facebook.com/groups/2554127328195074/","Detroit, MI",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Washtenaw County Mutual Aid Resources","FacebookMutualAid","https://www.facebook.com/groups/2424471741198383/?ref=share","https://www.facebook.com/groups/2424471741198383/?ref=share","Washtenaw County, MI",,,,"USA","","https://docs.google.com/forms/d/e/1FAIpQLSdhW2voPOll9Jmy_QR0AXk1Pge1JGn3tByJ-SlPfKNsMjcHLg/viewform","https://docs.google.com/forms/d/e/1FAIpQLSdhW2voPOll9Jmy_QR0AXk1Pge1JGn3tByJ-SlPfKNsMjcHLg/viewform","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Oakland County COVID Response","","https://www.mycovidresponse.org/","","Detroit, MI",,,,"USA","","https://www.mycovidresponse.org/signup/","https://www.mycovidresponse.org/signup/","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Shelby Township Utica Resiliency Network MI","FacebookMutualAid","https://www.facebook.com/groups/1849304025203614/about","https://www.facebook.com/groups/1849304025203614/about","Shelby Township, Detroit, MI",,,,"USA","","","https://docs.google.com/forms/d/e/1FAIpQLSd0Cm7qZgrsijamUOCNAw431lKBEH5TRBfUSzAyM9L9JEPPsA/viewform","586-991-1303","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"SWMI Mutual Aid","FacebookMutualAid","https://www.facebook.com/groups/3137606989603526/","https://www.facebook.com/groups/3137606989603526/","Dowagiac, MI",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Grand Rapids Area Pandemic Resources","FacebookMutualAid","https://www.facebook.com/groups/209101217168617/","https://www.facebook.com/groups/209101217168617/","Grand Rapids, MI",,,,"USA","","https://docs.google.com/forms/d/18YmQ6_kHv_Nw4go9NByNmI8PkmLq7NC7favSK-3PoyM/viewform?fbclid=IwAR2WgtKrfNYTCohrtNRx0V8mnduY7De8AtROvAYZlfGJn4tOkXVOEeRqj1I&edit_requested=true","https://docs.google.com/forms/d/1tVSwz0xYnrDJEjk3MWU32eS6q0eE5TSA0jOUL-frKcA/viewform?ts=5e766a19&fbclid=IwAR0Od69ftV6DJlqNpr_6knR6SQexBbZyodz2Mgi3k_C9HbNU318hTEJZGa4&edit_requested=true#responses","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Kalkaska Response Team","","https://elizabethannedunha.wixsite.com/kalkaskaresponseteam?fbclid=IwAR09WdGWtqzgC63_kaaN4ZoZvah4hTM521lOy_HvOnYw_PEfM0eG3BMAWQE","","Kalkaska, MI",,,,"USA","","https://docs.google.com/forms/d/e/1FAIpQLSfvicU65rR5VWQ_OkKGT8tkFEm-z03JxI6G4ux4pv9_rV1Inw/viewform","https://docs.google.com/forms/d/e/1FAIpQLSeEvhATd4ysgCLQjdmFUwT8ObkjcHIoPqoVOOuE08-ardDw0Q/viewform?fbclid=IwAR3g4LMGOjI66sK7Xt1tiMnumIPe3bTszF3cmf5cSyswZr44gTc-SEGCC-w","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Leoni Township Mutual Aid Society COVID-19","FacebookMutualAid","https://www.facebook.com/groups/144130126892991/","https://www.facebook.com/groups/144130126892991/","Leoni, MI",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Emmet Couny Helping Hands","FacebookMutualAid","https://www.facebook.com/groups/234362584615594/","https://www.facebook.com/groups/234362584615594/","Petoskey, MI",,,,"USA","","https://docs.google.com/spreadsheets/d/1j3VAbHGdIKKP2-2poHX-hUABdu3NIm7eLjbw-NwjTQs/edit?fbclid=IwAR1iHvpz7tt5_dPvvMGhEMx-RtAby_wLw12oUBVuQm-3rmg2UncgDoxVfXo#gid=0","https://docs.google.com/forms/d/e/1FAIpQLSc1HSE7-la427QVGIDV27an6QaK7rNA-oSwRjv5YWingpbrJA/viewform?fbclid=IwAR3wHmqwTou2MRW1e6kg_y6wcSRr8ncyt245ssz_-gaSvVrtgB-n_eQAiX4","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Pontiac Coronavirus Emergency Relief Food/Supplies","","https://www.signupgenius.com/go/30e0b48aaa628a13-drive","","Pontiac, MI",,,,"USA","","","https://www.signupgenius.com/go/30e0b48aaa628a13-drive","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Grand Traverse County Mutual Aid","","https://docs.google.com/forms/d/e/1FAIpQLScfSUoYchrIXnzTCdDIwsM-2YGa04XzTLE6xU5SGezE6rI1OA/viewform","","Traverse City, MI",,,,"USA","","https://docs.google.com/forms/d/e/1FAIpQLScfSUoYchrIXnzTCdDIwsM-2YGa04XzTLE6xU5SGezE6rI1OA/viewform","https://docs.google.com/forms/d/e/1FAIpQLScfSUoYchrIXnzTCdDIwsM-2YGa04XzTLE6xU5SGezE6rI1OA/viewform","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Mutual Aid of North West Michigan","FacebookMutualAid","https://www.facebook.com/groups/784134155443201/?hc_location=ufi","https://www.facebook.com/groups/784134155443201/?hc_location=ufi","Traverse City, MI",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"The Mutual Aid Network of Ypsilanti (MANY)","FacebookMutualAid","https://www.facebook.com/ypsimutualaid/","https://www.facebook.com/ypsimutualaid/","Ypsilanti, MI",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Logan Park/ NE Community Care/ Mutual Aid -- COVID 19","","https://docs.google.com/spreadsheets/u/0/d/1boWmyIgW0UxZtmGF0hLPUq-V4U_aKZS27IJrTwTkAzE/htmlview#gid=0","","Minneanapolis, MN",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"South Minneapolis Mutual Aid","","https://docs.google.com/spreadsheets/d/1ZSLDZY4DD85gnGXTAeLtKCxofdOHRcX4zYWAQf7A_GU/htmlview","","Minneapolis, MN",,,,"USA","","https://docs.google.com/spreadsheets/d/1ZSLDZY4DD85gnGXTAeLtKCxofdOHRcX4zYWAQf7A_GU/edit#gid=551919439","https://docs.google.com/spreadsheets/d/1ZSLDZY4DD85gnGXTAeLtKCxofdOHRcX4zYWAQf7A_GU/edit#gid=551919439","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Northeast Minneapolis Mutual Aid -- COVID 19","","https://docs.google.com/spreadsheets/d/1vQjapmFHqD7YoopXZhZ9_th36qFMHitWxjoOKe3v4bU/edit#gid=0","","Minneapolis, MN",,,,"USA","","https://docs.google.com/spreadsheets/d/1vQjapmFHqD7YoopXZhZ9_th36qFMHitWxjoOKe3v4bU/edit#gid=729553770","https://docs.google.com/spreadsheets/d/1vQjapmFHqD7YoopXZhZ9_th36qFMHitWxjoOKe3v4bU/edit#gid=551919439","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Twin Cities Mutual Aid","","https://docs.google.com/document/d/177tyL6xNVsyQWvttbMWg8QE-Gl4-qfnfsd7s4V8QXAM/edit?usp=sharing","","Minneapolis, MN",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Twin Cities Logistics Collective","","https://www.twincitieslogistics.org/","","Minneapolis, MN",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Minnesota / Minneapolis–Saint Paul: Twin Cities Queer and Trans Mutual Aid","","https://docs.google.com/forms/d/e/1FAIpQLSdAlOLU9hOKMjwX4W2sQKF69FAF3ow_fSPzjKC67_iyYDRLaQ/viewform","","Minneapolis/St. Paul, MN",,,,"USA","","https://docs.google.com/forms/d/e/1FAIpQLSdAlOLU9hOKMjwX4W2sQKF69FAF3ow_fSPzjKC67_iyYDRLaQ/viewform","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Frogtown-Rondo Mutual Aid","","https://docs.google.com/forms/d/e/1FAIpQLSedTz2tat3qEx5YPpPjU4mTGskPkMredQGSuYIFUh5EVLDrMQ/viewform","https://www.facebook.com/groups/252741219087991/?ref=share","Frogtown-Rondo, St Paul, MN",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"West St. Paul/West Side Mutual Aid -- COVID 19","","https://docs.google.com/spreadsheets/d/1cgOjeFz1QEBmDaFnbmE0ghL8sJV6-kkNokOReCYgmGs/edit#gid=1056426301","","St. Paul, MN",,,,"USA","","https://docs.google.com/spreadsheets/d/1cgOjeFz1QEBmDaFnbmE0ghL8sJV6-kkNokOReCYgmGs/edit#gid=1056426301","https://docs.google.com/spreadsheets/d/1cgOjeFz1QEBmDaFnbmE0ghL8sJV6-kkNokOReCYgmGs/edit#gid=1056426301","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Sheridan Support Network","","https://www.sheridanneighborhood.org/news/sheridan-support-network-for-covid-19","https://www.facebook.com/snompls/","Sheridan Neighborhood (NE Minneapolis), Minneapolis, MN",,,,"USA","","https://forms.gle/bWdZGbzLE2vJE5387","https://forms.gle/bWdZGbzLE2vJE5387","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"North Minneapolis Mutual Aid","","https://docs.google.com/spreadsheets/d/1564JNEtSnynYC-20-ol-wbKnmW4YVcsUi_BGZb7gSKI/edit#gid=0","","North Minneapolis, Minneapolis, MN",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"St. Paul Neighborhoods Mutual Aid -- COVID-19","","https://docs.google.com/spreadsheets/d/1B4AcGV5pDROT2NON5a8PAJMy3V5K5Pbd2pNwdKd66DY","","St. Paul, MN",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"West St. Paul/West Side Mutual Aid -- COVID 19","","https://docs.google.com/spreadsheets/d/1cgOjeFz1QEBmDaFnbmE0ghL8sJV6-kkNokOReCYgmGs/edit#gid=1056426301","","West St. Paul, St. Paul, MN",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Lind-Bohanon Mutual Aid Network","","https://docs.google.com/spreadsheets/d/1x9HAwKk_3j_oJ6UIobXnauto39Cqudw-ri2HhGbCCnk/edit#gid=0","","Lind-Bohanon, Minneapolis, MN",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Wedge Neighbors","","https://www.thewedge.org/covid.html","www.facebook.com/groups/wedgecares","Wedge / Lowry Hill East, Minneapolis, MN",,,,"USA","","https://forms.gle/3HdniLMDrh7dPZEL7","https://forms.gle/3HdniLMDrh7dPZEL7","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"CoMo Mutual Aid COVID-19","FacebookMutualAid","https://www.facebook.com/CoMo-Mutual-Aid-108120220819881/","https://www.facebook.com/CoMo-Mutual-Aid-108120220819881/","Columbia, MO",,,,"USA","","https://docs.google.com/forms/d/e/1FAIpQLSdrccUDSnR_MsOsaqHc0yq4w9MnmJI34-GxQbIlIcbHumXlyA/viewform","https://docs.google.com/forms/d/e/1FAIpQLSei6e4PL2b2IhElw-PmY92wgn0hROhTZajZjRAkJ-cANcrmWQ/viewform","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Kansas City Mutual Aid FB Group","FacebookMutualAid","https://www.facebook.com/groups/1596299170524391/?fref=mentions","https://www.facebook.com/groups/1596299170524391/?fref=mentions","Kansas City, MO",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"St. Louis Community Mutual Aid Group","","https://docs.google.com/document/u/0/d/1DnLlADsyUiGD2RugvE6k1AsBo-CsAA8MTr0-0VNEh3w/mobilebasic?fbclid=IwAR2DhobYUiThRwa-tDrMSLjs4EG3ZtDTaZVnaORysTXmSJMaZcpysICFq9w","","St. Louis, MO",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Mississippi Gulf Coast Mutual Aid Network","","https://docs.google.com/spreadsheets/d/1JnEIIWFOH9H4yijk3V_NKWlhCJVfB9eYwpmLMpLXdi4","","Biloxi, MS",,,,"USA","","https://docs.google.com/spreadsheets/d/1JnEIIWFOH9H4yijk3V_NKWlhCJVfB9eYwpmLMpLXdi4","https://docs.google.com/spreadsheets/d/1JnEIIWFOH9H4yijk3V_NKWlhCJVfB9eYwpmLMpLXdi4","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"DeSoto County Mutual Aid","FacebookMutualAid","https://www.facebook.com/groups/3470601999621221/","https://www.facebook.com/groups/3470601999621221/","Hernando, MS",,,,"USA","","https://docs.google.com/forms/d/e/1FAIpQLSdtB2x9GXJJvvZ6_Yd5Xr3L0ZnMKOBOdphaNzfB4qlsRqb1rg/viewform","https://docs.google.com/forms/d/e/1FAIpQLSdtB2x9GXJJvvZ6_Yd5Xr3L0ZnMKOBOdphaNzfB4qlsRqb1rg/viewform","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Tupelo Mutual Aid Project","","http://tinyurl.com/TupeloMutualAid","","Tupelo, MS",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"UMiss and LOU Community Mutual Aid","","https://docs.google.com/spreadsheets/d/1j6rfTv8nRLhQk0TregwulVwS2Cb2QormbT_qaGcaAYk/edit#gid=0","https://www.facebook.com/groups/240691276965300/?ref=share","Oxford, MS",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Mississippi Mutual Aid","FacebookMutualAid","https://www.facebook.com/groups/1406539106185829/about/","https://www.facebook.com/groups/1406539106185829/about/","Jackson, MS",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Mississippi Covid 19 Mutual Aid Group","FacebookMutualAid","https://www.facebook.com/pg/Mississippi-Covid-19-Mutual-Aid-Group-107422974233359/about/?ref=page_internal","https://www.facebook.com/pg/Mississippi-Covid-19-Mutual-Aid-Group-107422974233359/about/?ref=page_internal","Jackson, MS",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Montana / Bozeman: Bozeman Solidarity and COVID-19","","https://bozemandsa.org/2020/03/14/bozeman-solidarity-and-covid-2019/","","Bozeman, MT",,,,"USA","","","https://form.jotform.com/200796915331053","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Montana / Missoula: Missoula COVID-19 Mutual Aid Community","","http://covidmissoula.org/","","Missoula, MT",,,,"USA","","https://docs.google.com/forms/d/e/1FAIpQLSd3eiQXwEVk58_ovtit12dpEUfniKYy_nMeCo6PnmRBxcYBwg/viewform","https://docs.google.com/spreadsheets/d/172AjJSq50dOUzpk9VkocA3I7S-MD5kthdZIjlkXhJUo/edit#gid=411650815","406-258-INFO","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Missoula COVID-19 Organizing Action","FacebookMutualAid","https://www.facebook.com/groups/covid.missoula/","https://www.facebook.com/groups/covid.missoula/","Missoula, MT",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Flathead Mutual Aid - Coronavirus","FacebookMutualAid","https://www.facebook.com/groups/FlatheadMutualAid/about/","https://www.facebook.com/groups/FlatheadMutualAid/about/","Kalispell, MT",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Co-operate WNC","","https://co-operatewnc.org","https://www.facebook.com/Gadugi13","Asheville, NC",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Ashville Survival Program","FacebookMutualAid","https://www.facebook.com/groups/AshevilleSurvivalProgram","https://www.facebook.com/groups/AshevilleSurvivalProgram","Ashville, NC",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"NC COVID-19 Aid Resources","","https://www.Facebook.com/groups/3042375422452781","https://www.Facebook.com/groups/3042375422452781","Cary, NC",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"North Carolina / CHP/Carrboro: Covid19 Support","FacebookMutualAid","https://facebook.us19.list-manage.com/subscribe?u=db8c84c4a9e614983643e28fc&id=88cfb469ae","https://facebook.us19.list-manage.com/subscribe?u=db8c84c4a9e614983643e28fc&id=88cfb469ae","Chapel Hill, NC",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Food Not Bombs 919","","https://docs.google.com/forms/d/e/1FAIpQLSfQs5q_oQmr_hC07p37ppZCRxvO4yWjP3SmS_ojnF--0Ge1Kw/viewform","","Chapel Hill, NC",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Covid-19 Greater Charlotte Area Mutual Aid","","http://www.covid-gca.org/?fbclid=IwAR3xzmgSXf8pAq7jVsadcYIcs-Z3K5xlWDiWNXe6CIK9kp2_8YZY9ie3Byc","https://www.facebook.com/groups/GCAMutualAid/","Charlotte, NC",,,,"USA","","","https://docs.google.com/forms/d/e/1FAIpQLSev29D62iEgFYrKwHEZQESbvzWdoH-a1iYk0xGj6-c6bqj1wg/viewform","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Charlotte Mutual Aid","FacebookMutualAid","https://www.facebook.com/charlottemutualaid/","https://www.facebook.com/charlottemutualaid/","Charlotte, NC",,,,"USA","","https://docs.google.com/forms/d/e/1FAIpQLSeKAkPrUS-fERDcIHHDZ3hverUzpAKyVuCgY9RLQw4sFgh9Rg/formResponse","https://docs.google.com/forms/d/e/1FAIpQLSeKAkPrUS-fERDcIHHDZ3hverUzpAKyVuCgY9RLQw4sFgh9Rg/formResponse","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"COVID-19 Resource Spreadsheet - Durham","","https://docs.google.com/spreadsheets/d/1oASQ_jeqC578BvcTtRLv7mj59TVJlR3Mx1LSTXaNpr0/edit?usp=drivesdk","","Durham, NC",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Boone Community Relief","FacebookMutualAid","https://www.facebook.com/groups/567264050663936/?ref=share","https://www.facebook.com/groups/567264050663936/?ref=share","Boone, NC",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Durham Help","","https://docs.google.com/document/d/1q6sSt35JPjMsUJ02eeE9OTVXs1lxrj81pTDZdObgHpc/edit","","Durham, NC",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Durham Mutual Aid","FacebookMutualAid","https://www.facebook.com/groups/durhammutualaid/","https://www.facebook.com/groups/durhammutualaid/","Durham, NC",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
